key,zh,ms,ja,en,ko
error.setting-error,设置错误,Ralat Tetapan,設定エラー,Setting error,설정 오류
error.subdomain not found,用户域查询失败！,Domain tidak ditemui,サブドメインが見つかりません.,domain not found,서브도메인을 찾을 수 없습니다.
error.timezone is not set,要注册为计划，场景 '{scenario}' 需要设置时区信息。,"Untuk mendaftarkan sebagai jadual, maklumat zon masa mesti diset dalam senario '{scenario}'.",スケジュールとして登録するためにはシナリオ'{scenario}'にタイム ゾーン情報が設定される必要があります.,timezone should be set for the scenario '{scenario}' in order to register as a schedule,스케쥴로 등록하기 위해서는 시나리오 '{scenario}'에 타임존 정보가 설정되어야 합니다.
error.token or password is invalid,令牌或密码无效！,Token atau kata laluan tidak sah,トークンまたはパスワードが無効です.,token or password is invalid,토큰 또는 비밀번호가 유효하지 않습니다.
error.unavailable-domain,不可用的域名,Domain tidak tersedia,使用できないドメインです.,unavailable domain,사용할 수 없는 도메인입니다.
error.user credential not found,用户凭证未找到。您需要注册设备以使用生物识别认证。,kelayakan pengguna tidak ditemui. Anda perlu mendaftarkan peranti untuk menggunakan pengesahan biometrik.,ユーザー資格情報が見つかりません. 生体認証を使用するにはデバイスを登録する必要があります.,user credential not found. You need to register device to use biometric authentication.,사용자 자격 증명을 찾을 수 없습니다. 바이오메트릭 인증을 사용하기 위해서는 먼저 기기를 등록해야 합니다.
error.user credential registeration failed,用户凭证注册失败。可能是已注册的凭证。,pendaftaran kelayakan pengguna gagal. Mungkin kelayakan tersebut sudah didaftarkan.,ユーザー資格情報の登録に失敗しました。既に登録されている資格情報の可能性があります。,user credential registration failed. It may be an already registered credential.,사용자 인증서 등록이 실패하였습니다. 이미 등록된 인증서일 수 있습니다.
error.user credential registration not allowed,用户凭证注册失败。注册超时或注册不被允许。,pendaftaran kelayakan pengguna gagal. Masa pendaftaran telah tamat atau pendaftaran tidak dibenarkan.,ユーザー資格情報の登録に失敗しました。登録のタイムアウトまたは登録が許可されていません。,user credential registration failed. The registration timed out or was not allowed.,사용자 인증서 등록이 실패하였습니다. 등록 시간이 초과되었거나 등록이 허용되지 않았습니다.
error.user duplicated,存在一个用户帐户使用相同的电子邮件或用户ID。,terdapat akaun pengguna yang menggunakan e-mel atau ID pengguna yang sama.,,,동일한 이메일이나 사용자아이디로 가입된 계정이 이미 존재합니다.
error.user duplicated.,,,ユーザーが重複しています.,there is a user account using same email or user ID.,
error.user not activated,用户未激活！,Pengguna tidak diaktifkan,ユーザーがアクティブ化されていません.,user is not activated,사용자가 활성화되지 않았습니다.
error.user not found,找不到用户,pengguna tidak wujud,ユーザーが存在しません.,user not found,사용자가 존재하지 않습니다.
error.user or verification token not found,找不到用户或验证令牌。,Pengguna atau token pengesahan tidak ditemui,ユーザーまたは確認トークンが見つかりません.,user or verification token not found,사용자 또는 확인토큰을 찾을 수 없습니다.
error.user validation failed,用户验证失败！,Validasi pengguna gagal,ユーザー確認に失敗しました.,user validation failed,사용자 확인에 실패하였습니다.
error.user verification failed,用户验证失败,,,,
error.user-deleted,找不到用户,pengguna tidak wujud,ユーザーが存在しません.,user account is deleted,사용자가 존재하지 않습니다.
error.user-locked,用户帐户已锁定,pengguna dikunci,アカウントがロックされました. メールで再アクティブ化してください.,user account is locked,계정이 잠겼습니다. 이메일을 통해 재활성화하세요.
error.username already exists,用户名已被其他用户使用,Nama pengguna telah digunakan oleh pengguna lain,ユーザー名はすでに他のユーザーによって使用されています.,username already used by another user,사용자 아이디가 이미 사용되고 있습니다.
error.value is empty,{value}为空,{value} kosong,{value}の値が存在しません.,{value} is empty,{value}의 값이 존재하지 않습니다.
error.x already exists in y,{x}已存在于{y},{x} telah wujud dalam {y},{x}が既に{y}に存在します.,{x} already exists in {y},{x}이/가 이미 {y}에 존재합니다.
error.x is not a member of y,{x}不是{y}的成员,{x} bukan ahli {y},{x}は{y}のメンバーではありません.,{x} is not a member of {y},{x}은(는) {y}의 멤버가 아닙니다.
"error.your license due date is x, please renewal your license!",您的许可证到期日期为{x}，请续订您的许可证！,"Tarikh tamat tempoh lesen anda adalah {x}, sila perbaharui lesen anda!",ライセンス期限は{x}です. ライセンスを更新してください!,"Your license due date is {x}, please renewal your license!",라이센스 기한은 {x}입니다. 라이센스를 갱신하십시오!
error.your license is expired! expired date is [x],您的许可证已过期！ 过期日为[{x}],Lesen anda sudah tamat tempoh! Tarikh tamat tempoh adalah [{x}],ライセンスが満了しました! 満了日は[{x}]です!,Your license is expired! Expired date is [{x}],라이센스가 만료되었습니다! 만료일은 [{x}]입니다!
error.your license is not valid in this host,您的许可证在此主机中无效！,Lesen anda tidak sah di hos ini!,このホストでライセンスが無効です!,Your license is not valid in this host!,이 호스트에서 라이센스가 유효하지 않습니다!
field.accessed-at,访问于,diakses pada,ログイン日時,accessed at,로그인 일시
field.active,激活,aktif,アクティブ化,active,활성화
field.address,地址,alamat,住所,address,주소
field.api_url,API URL,URL API,API URL,API URL,API URL
field.appliance_id,终端机ID,Perkakas,器具ID,appliance id,기구 아이디
field.approver,审批人,penyetuju,決裁者,approver,결재자
field.association,组合,penyatuan,連携,association,연계
field.attributes,属性,ciri-ciri,属性,attributes,속성
field.auth,认证,pengesahan,auth,auth,인증
field.boards,板,papan-papan,boards,boards,boards
field.body,消息正文,badan,本文,body,본문
field.brand,品牌,Jenama,ブランド,brand,브랜드
field.brand_image,品牌图片,imej,ブランド写真,brand_image,브랜드 사진
field.brand_name,品牌名称,jenama,ブランド名,brand_name,브랜드 이름
field.break_main,,,BreakMain,,BreakMain
field.bundle,,longgokan,バンドル,bundle,번들
field.buttons,按键,butang-butang,buttons,buttons,buttons
field.category,类别,kategori,category,category,category
field.childrens,子系统,childrens,子,childrens,자식
field.client-id,客户端ID,ID klien,クライアントID,client id,client id
field.client-secret,客户端密钥,Rahsia klien,クライアントシークレット,client secret,client secret
field.code,代码,kod,コード,code,코드
field.col_size,纵行尺寸,saiz ruangan,カラム サイズ,col size,컬럼 사이즈
field.col_type,纵行类型,jenis ruangan,カラム タイプ,col type,컬럼 타입
field.columns,纵行,ruangan,カラム,columns,컬럼
field.common-code,通用代码,kod umum,共通コード,common code,공통코드
field.company,公司,syarikat,会社,company,회사
field.confirm password,确认密码,sahkan kata laluan,パスワード確認,confirm password,비밀번호 확인
field.connection,连接,sambungan,連結,connection,연결
field.content_image,内容图片,isian imej,コンテンツ イメージ,content_image,컨텐츠 이미지
field.content_template,内容模板,templat kandungan,コンテンツテンプレート,content template,본문 템플릿
field.control-no,控制编号,nombor kawalan,管理番号,control No.,관리 번호
field.cover_template,封面模板,templat muka depan,カバーテンプレート,cover template,표지 템플릿
field.created-at,创建时间,dicipta pada,作成日時,created at,생성일시
field.created_at,创建时间,dicipta pada,作成日時,created at,생성일시
field.creator,创建者,pencipta,作成者,creator,생성자
field.crontab,crontab,crontab,クロン タブ,crontab,크론탭
field.custom_view,客制内容,custom view,custom view,custom view,custom view
field.data_prop,数据属性,properti data,データ プロップ,data prop,데이터 프로프
field.def_val,数据定义,nilai asal,def val,def val,def val
field.default,默认,asalan,基本,default,기본
field.del_strategy,,del strategy,del strategy,del strategy,del strategy
field.deleted-at,删除时间,dibuang pada,削除日時,deleted at,삭제일시
field.deleted_at,删除时间,dibuang pada,削除日時,deleted at,삭제일시
field.deleter,删除者,pembuang,削除者,deleter,삭제자
field.department,部,jabatan,部署,department,부서
field.description,描述,keterangan,説明,description,설명
field.detail_form_id,表格详细id,id borang perincian,detail form id,detail form id,detail form id
field.detail_layout,布局详细,susun atur perincian,detail layout,detail layout,detail layout
field.display,显示,paparan,表示,display,표시
field.domain,域名,domain,ドメイン,domain,도메인
field.edge-server,边缘服务器,pelayan tepi,エッジサーバー,edge server,엣지 서버
field.email,电子邮件,e-mel,メール,email address,이메일
field.endpoint,端点,titik akhir,エンド ポイント,endpoint,엔드포인트
